"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Gerência Regional / GO","860888/2003","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.918.108-**","FÁBIO GRILLI GRANDE","CALDAS NOVAS - GO","ÁGUA MINERAL","Balneoterapia","Sim"
"Gerência Regional / GO","860893/2003","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.918.108-**","FÁBIO GRILLI GRANDE","CALDAS NOVAS - GO","ÁGUA MINERAL","Balneoterapia","Sim"
"Gerência Regional / GO","860343/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860344/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860345/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAMPOS BELOS - GO, MONTE ALEGRE DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860346/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","MONTE ALEGRE DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860347/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO, COLINAS DO SUL - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860348/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO, COLINAS DO SUL - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860349/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO, COLINAS DO SUL - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860351/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860354/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860355/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860356/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860358/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860359/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","TERESINA DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860360/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","CAVALCANTE - GO, TERESINA DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / TO","864055/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","ARRAIAS - TO, CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / TO","864058/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","49.144.910/0001-37","BRASMET EXPLORATION PARTICIPACOES LTDA","ARRAIAS - TO, CAVALCANTE - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860652/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","09.376.018/0001-67","AMAZONCOOP COOPERATIVA DE EXTRACAO MINERAL E PRESERVACAO DA AMAZONIA","MINAÇU - GO","AREIA, CASCALHO, CASSITERITA, GRAFITA, ILMENITA, MINÉRIO DE NIÓBIO, MINÉRIO DE TUNGSTÊNIO, MINÉRIO DE ZIRCÔNIO, MONAZITA, OURO","Brita, Construção civil, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","860726/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","09.376.018/0001-67","AMAZONCOOP COOPERATIVA DE EXTRACAO MINERAL E PRESERVACAO DA AMAZONIA","MINAÇU - GO","AREIA, CASCALHO, CASSITERITA, ILMENITA, MINÉRIO DE NIÓBIO, MINÉRIO DE OURO, MINÉRIO DE TÂNTALO, MINÉRIO DE TUNGSTÊNIO, MINÉRIO DE ZIRCÔNIO, MONAZITA","Construção civil, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","861140/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.915.941-**","CARLOS RENAN PEREIRA FERREIRA","MINAÇU - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861141/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.915.941-**","CARLOS RENAN PEREIRA FERREIRA","CAVALCANTE - GO, PARANÃ - TO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860303/1994","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.031.301-**","LACY DE SOUZA ALMEIDA                                                           ","CALDAS NOVAS - GO","ÁGUA TERMO MINERAL","Demais substâncias","Sim"
"Gerência Regional / GO","860593/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.550.609-**","VALDIR CHIAFRE","NIQUELÂNDIA - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","861444/2015","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","08.798.033/0001-30","PEDRAS URTIGAO INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA","MINEIROS - GO","QUARTZITO","Industrial","Sim"
"Gerência Regional / GO","860409/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860410/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860411/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860414/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860415/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860416/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860417/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860418/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860419/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860420/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860421/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860422/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860423/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860425/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860426/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860427/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860428/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","CAIAPÔNIA - GO","FOSFATO","Fertilizantes","Sim"
"Gerência Regional / GO","860443/2015","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","10.840.504/0001-73","ACAI INVESTIMENTOS E PARTICIPACOES LTDA","MONTIVIDIU DO NORTE - GO","MINÉRIO DE ESTANHO","Industrial","Sim"
"Gerência Regional / GO","860894/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","41.403.546/0001-70","MRT GESTAO LTDA","JUSSARA - GO, MONTES CLAROS DE GOIÁS - GO","NITRATO DE POTÁSSIO, SAIS DE POTÁSSIO, TERRAS RARAS","Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","860896/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","41.403.546/0001-70","MRT GESTAO LTDA","JUSSARA - GO, MONTES CLAROS DE GOIÁS - GO","NITRATO DE POTÁSSIO","Industrial","Sim"
"Gerência Regional / GO","860132/2018","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","20.092.562/0001-10","Aman2 Mineração Industria e Comercio Ltda","CAVALCANTE - GO","CASSITERITA, MINÉRIO DE OURO","Industrial, Industrial","Sim"
"Gerência Regional / GO","860690/2026","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","60.332.531/0001-03","ICS MINERADORA LTDA","NOVA IGUAÇU DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860403/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.733.715-**","ALBERICO CARNEIRO DINIZ FILHO","CAVALCANTE - GO","MINÉRIO DE FERRO","Industrial","Sim"
"Gerência Regional / GO","861085/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","23.113.159/0001-18","BLUE DIAMOND EXTRACAO DE PEDRA LTDA","COCALZINHO DE GOIÁS - GO, PADRE BERNARDO - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, CALCÁRIO, CALCÁRIO, MINÉRIO DE OURO","Brita, Corretivo de solo, Fabricação de cal, Fabricação de cimento, Industrial, Revestimento","Sim"
"Gerência Regional / GO","861125/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","23.113.159/0001-18","BLUE DIAMOND EXTRACAO DE PEDRA LTDA","VILA PROPÍCIO - GO","CALCÁRIO, CALCÁRIO, CALCÁRIO, MINÉRIO DE OURO, TERRAS RARAS","Brita, Corretivo de solo, Industrial, Industrial, Revestimento","Sim"
"Gerência Regional / GO","860001/2017","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","18.045.185/0001-16","RIALMA FERTILIZANTES INDUSTRIA E COMERCIO SA","MINAÇU - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860466/2020","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.612.885-**","ANTONIO VITOR JUNIOR","IPORÁ - GO","MINÉRIO DE NÍQUEL","Industrial","Sim"
"Gerência Regional / GO","860003/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.685.781-**","FLORENCIO FILHO DA SILVA MOURA","CAVALCANTE - GO","MINÉRIO DE FERRO, MINÉRIO DE OURO","Industrial, Industrial","Sim"
"Gerência Regional / GO","860972/2018","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","77.955.532/0001-07","CONSTRUTORA TRIUNFO S/A - EM RECUPERACAO JUDICIAL","PIRANHAS - GO","GNAISSE, GNAISSE","Brita, Revestimento","Sim"
"Gerência Regional / GO","860628/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.003.351-**","RAIANY DE OLIVEIRA SPRICIGO","LUZIÂNIA - GO","AREIA, MINÉRIO DE OURO, QUARTZO INDUSTRIAL","Construção civil, Industrial, Industrial","Sim"
"Gerência Regional / GO","861056/2016","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.823.726-**","ALICE MARIA PEREIRA SILVA","CACHOEIRA DOURADA - GO, CAPINÓPOLIS - MG","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","861175/2016","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.823.726-**","ALICE MARIA PEREIRA SILVA","ABADIA DOS DOURADOS - MG, DAVINÓPOLIS - GO, OUVIDOR - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim"
"Gerência Regional / GO","860290/1998","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","00.725.267/0001-46","IRMÃOS HAJJAR LTDA                                                              ","CALDAS NOVAS - GO","QUARTZITO","Demais substâncias","Sim"
"Gerência Regional / GO","860394/1998","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","00.725.267/0001-46","IRMÃOS HAJJAR LTDA                                                              ","CALDAS NOVAS - GO","QUARTZITO","Demais substâncias","Sim"
"Gerência Regional / GO","861095/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","42.318.594/0001-23","MINERACAO RIO BONITO LTDA","SILVÂNIA - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim"
"Gerência Regional / GO","861058/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.415.035/0001-88","RIO PRETO PROSPECCAO LTDA","COLINAS DO SUL - GO","CASSITERITA, MINÉRIO DE FERRO, TERRAS RARAS","Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","861060/2024","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.415.035/0001-88","RIO PRETO PROSPECCAO LTDA","COLINAS DO SUL - GO","CASSITERITA, MINÉRIO DE FERRO, MINÉRIO DE OURO, TERRAS RARAS","Industrial, Industrial, Industrial, Industrial","Sim"
"Gerência Regional / GO","860330/2014","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.255.401-**","Advar Borges de Jesus","CAMPESTRE DE GOIÁS - GO, TRINDADE - GO","DIAMANTE, DIAMANTE, GRANITO","Gema, Industrial, Revestimento","Sim"
"Gerência Regional / GO","860553/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","66.498.966/0001-09","COOPERATIVA DE TRABALHO COOPERA 33","NIQUELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860262/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.008.061-**","RENATO RODRIGUES DOS SANTOS","NIQUELÂNDIA - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","860068/2019","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","12.497.348/0001-15","UNION MINERACAO EIRELI","PIRACANJUBA - GO","GRANITO","Revestimento","Sim"
"Gerência Regional / GO","860409/2016","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.955.061-**","Luan Azevedo","NIQUELÂNDIA - GO","QUARTZO","Industrial","Sim"
"Gerência Regional / GO","860847/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.873.631-**","AUGUSTO CESAR GUSMAO LIMA","MINEIROS - GO, PORTELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860340/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","07.683.513/0001-93","MARMOREIO EMPREENDIMENTOS SERVICOS E ADMINISTRACAO DE PATRIMONIO LTDA","ALVORADA DO NORTE - GO, FLORES DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860846/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.351.411-**","CARLOS AUGUSTO ESTRELA","CALDAS NOVAS - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","860695/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","51.397.023/0001-12","GC MINERACAO EMPREENDIMENTOS LTDA","SILVÂNIA - GO","AREIA, ARGILA","Cerâmica vermelha, Construção civil","Sim"
"Gerência Regional / GO","861246/2015","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","11.085.724/0001-00","Adher Empreendimentos Ltda.","COLINAS DO SUL - GO","MINÉRIO DE FERRO","Industrial","Sim"
"Gerência Regional / GO","860421/2017","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","19.089.133/0001-04","MASCARENHAS MINERADORA LTDA","ABADIÂNIA - GO","AREIA, MINÉRIO DE OURO, QUARTZITO, QUARTZITO","Construção civil, Industrial, Industrial, Revestimento","Sim"
"Gerência Regional / GO","861012/2025","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","***.823.831-**","TARRIGAN DE MELO","MUTUNÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861014/2025","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","***.823.831-**","TARRIGAN DE MELO","MUTUNÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861015/2025","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","***.823.831-**","TARRIGAN DE MELO","MUTUNÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861016/2025","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","***.823.831-**","TARRIGAN DE MELO","MUTUNÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861017/2025","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","***.823.831-**","TARRIGAN DE MELO","MUTUNÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","861018/2025","Requerimento de Mudança de Regime para Aut. de Pesquisa","Requerimento de Pesquisa","***.823.831-**","TARRIGAN DE MELO","MUTUNÓPOLIS - GO","MINÉRIO DE OURO","Industrial","Sim"
"Gerência Regional / GO","860767/1997","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.904.771-**","SYLVIO GONCALVES FERREIRA                                                       ","SANTA CRUZ DE GOIÁS - GO","ÁGUA TERMO MINERAL","Demais substâncias","Sim"
"Gerência Regional / GO","860413/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","ISRAELÂNDIA - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860617/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","COCALZINHO DE GOIÁS - GO, CORUMBÁ DE GOIÁS - GO","AREIA, ARGILA, CASCALHO, OURO","Construção civil, Construção civil, Construção civil, Industrial","Sim"
"Gerência Regional / GO","860640/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","SILVÂNIA - GO, VIANÓPOLIS - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","860641/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","SILVÂNIA - GO, VIANÓPOLIS - GO","OURO","Industrial","Sim"
"Gerência Regional / GO","860648/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","SILVÂNIA - GO","AREIA, ARGILA, CASCALHO","Construção civil, Industrial, Industrial","Sim"
"Gerência Regional / GO","860649/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","SILVÂNIA - GO","AREIA, ARGILA, CASCALHO","Construção civil, Industrial, Industrial","Sim"
"Gerência Regional / GO","860654/2026","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","63.897.066/0001-46","ELIORA PARTICIPACOES LTDA","SILVÂNIA - GO","AREIA, ARGILA, CASCALHO","Construção civil, Industrial, Industrial","Sim"
"Gerência Regional / GO","860970/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","02.377.287/0001-07","MINAS RIO MINERADORA LTDA","DIORAMA - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860971/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","02.377.287/0001-07","MINAS RIO MINERADORA LTDA","DIORAMA - GO, IPORÁ - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860972/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","02.377.287/0001-07","MINAS RIO MINERADORA LTDA","DIORAMA - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860973/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","02.377.287/0001-07","MINAS RIO MINERADORA LTDA","DIORAMA - GO, IPORÁ - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860974/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","02.377.287/0001-07","MINAS RIO MINERADORA LTDA","DIORAMA - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","860273/1994","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","03.299.740/0001-69","SOMA EMPRESA DE MINERACAO LTDA","CALDAS NOVAS - GO","ÁGUA TERMO MINERAL","Demais substâncias","Sim"
"Gerência Regional / GO","861101/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","22.137.641/0001-25","CORDILHEIRA SOLUCOES INTEGRADAS LTDA","PARAÚNA - GO","BASALTO","Revestimento","Sim"
"Gerência Regional / GO","861057/2025","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","***.022.626-**","MARCOS PAULO CANEDO DE OLIVEIRA","MINAÇU - GO","MINÉRIO DE OURO, TERRAS RARAS","Industrial, Industrial","Sim"
"Gerência Regional / TO","864181/2020","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PARANÃ - TO","MINÉRIO DE COBRE","Industrial","Sim"
"Gerência Regional / TO","864182/2020","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","CAVALCANTE - GO, MINAÇU - GO, PARANÃ - TO","MINÉRIO DE COBRE","Industrial","Sim"
"Gerência Regional / TO","864183/2020","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PALMEIRÓPOLIS - TO","MINÉRIO DE COBRE","Industrial","Sim"
"Gerência Regional / GO","860603/2020","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO","MINÉRIO DE COBRE","Industrial","Sim"
"Gerência Regional / GO","861110/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","IPORÁ - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","861173/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","IPORÁ - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","861174/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","IPORÁ - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","861175/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","DIORAMA - GO, MONTES CLAROS DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","861177/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","DIORAMA - GO, MONTES CLAROS DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / GO","861185/2023","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MONTES CLAROS DE GOIÁS - GO","TERRAS RARAS","Industrial","Sim"
"Gerência Regional / TO","864120/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PALMEIRÓPOLIS - TO","MINÉRIO DE COBRE","Industrial","Sim"
"Gerência Regional / TO","864121/2022","Requerimento de Autorização de Pesquisa","Requerimento de Pesquisa","32.060.982/0001-01","PERTH RECURSOS MINERAIS LTDA","MINAÇU - GO, PALMEIRÓPOLIS - TO","MINÉRIO DE COBRE","Industrial","Sim"
