aba,status_aba,campo,contrato_de_dados,descricao,unidade_ou_dominio,fonte_ou_derivacao,tipo,pct_vazio,n_distintos,exemplo,observacao
04_dim_projetos,real,status_validacao,,"pendente_evidencia_corporativa: o estágio vem da ANM; nome, capacidade, CAPEX, cronograma e classes acima de 'provável' dependem de RI, CVM ou SEMAD.",pendente_evidencia_corporativa,Governança,texto,0.0,1,pendente_evidencia_corporativa,
04_dim_projetos,real,responsavel_validacao,,Quem validou o valor.,texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
04_dim_projetos,real,source_id,sim,"Fontes da linha separadas por ';': SIGMINE (fase, evento, geometria), Cadastro Mineiro (titular, relatório aprovado), CFEM (sem produção) e malha do IBGE.",SRC_*,Governança,texto,0.0,1,SRC_ANM_SIGMINE; SRC_ANM_CADASTRO; SRC_ANM_CFEM; SRC_IBGE_MA,
04_dim_projetos,real,source_url,,"URL de cada fonte, na mesma ordem de source_id (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,1,https://dadosabertos.anm.gov.br/SIGMINE/PROCESSOS_MINERARIOS,
04_dim_projetos,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_id (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,1,2026-09-10; 2026-09-10; 2026-09-10; 2026-09-10,
04_dim_projetos,real,periodo_referencia,,Data do arquivo do SIGMINE usado (fotografia da situação dos processos).,AAAA ou AAAA-MM,fonte da linha,texto,0.0,1,situação dos processos no SIGMINE de 2026-09-10,
04_dim_projetos,real,tipo_fonte,,Natureza da fonte (Entrega Avaliativa 1).,oficial,—,texto,0.0,1,oficial,
04_dim_projetos,real,observacao,,"Nota da linha: vários municípios, titular sem CNPJ, processo sem substância ou candidato a expansão.",texto livre,—,texto,93.1,62,"processos em mais de um município: Barro Alto, Santa Rita do",
04_dim_projetos,real,metodo_estimacao,,Como o projeto e a classificação foram calculados (os projetos são valor calculado).,texto,Governança,texto,0.0,1,Projeto = processos contíguos (até 100 m) do mesmo titular e,
04b_eventos_anm_classificados,auditoria,tipo_evento,,"Descrição do último evento do processo na ANM, sem o código numérico e sem a data.",texto,SIGMINE (ULT_EVENTO),texto,0.0,294,REQ LICEN/INDEFERIMENTO COM ONERAÇÃO,
04b_eventos_anm_classificados,auditoria,classe_evento,,"encerramento (o processo não vira projeto), disputa, licenciamento_ambiental ou andamento — a primeira regra que casa vence.",encerramento; disputa; licenciamento_ambiental; andamento,Derivado — regras do build_projetos_04,texto,0.0,4,encerramento,
04b_eventos_anm_classificados,auditoria,palavra_chave,,Trecho do tipo de evento que decidiu a classe.,texto,Derivado,texto,59.5,26,INDEFER,
04b_eventos_anm_classificados,auditoria,processos,,Processos candidatos cujo último evento é desse tipo.,contagem,SIGMINE,inteiro,0.0,62,306,
04b_eventos_anm_classificados,auditoria,fases,,Fases atuais mais comuns desses processos.,texto,SIGMINE (FASE),texto,0.0,140,REQUERIMENTO DE LICENCIAMENTO (306),
04b_eventos_anm_classificados,auditoria,exemplo_processo,,"Um processo com esse evento, para conferência.",<número>/<ano>,SIGMINE,texto,0.0,294,860002/2020,
04b_eventos_anm_classificados,auditoria,vira_projeto,,não para encerramento; sim para as demais classes.,sim | não,Derivado,texto,0.0,2,não,
05_dim_municipios,real,municipality_id,sim,Código IBGE do município (7 dígitos). Padrão externo estável.,52##### (7 dígitos),IBGE — malha 2025 (CD_MUN),texto,0.0,246,5200050,
05_dim_municipios,real,municipality_name,sim,Nome oficial do município (campo fixado no Contrato de Dados).,texto,IBGE — malha 2025 (NM_MUN),texto,0.0,246,Abadia de Goiás,renomeada de 'municipio_nome' na v6
05_dim_municipios,real,uf,,Sempre GO.,GO,—,texto,0.0,1,GO,
05_dim_municipios,real,area_km2,,Área oficial do município.,km²,IBGE — malha 2025 (AREA_KM2),decimal,0.0,246,143.357,
05_dim_municipios,real,latitude,sim,Latitude do representative_point do polígono municipal (dentro do município; não é a sede).,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,0.0,246,-16.791129,
05_dim_municipios,real,longitude,sim,Longitude do representative_point do polígono municipal (dentro do município; não é a sede).,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,0.0,246,-49.454403,
05_dim_municipios,real,regiao_geografica_imediata,,Região geográfica imediata oficial do IBGE.,texto,IBGE — malha 2025 (NM_RGI),texto,0.0,22,Goiânia,
05_dim_municipios,real,regiao_geografica_intermediaria,,Região geográfica intermediária oficial do IBGE.,texto,IBGE — malha 2025 (NM_RGINT),texto,0.0,6,Goiânia,
05_dim_municipios,real,source_ids,sim,"Fontes de onde vieram os valores da linha. Cada fonte entra se, e somente se, alguma coluna da linha veio dela.",SRC_* separados por ';' (IDs da aba 07),Governança,texto,0.0,1,SRC_IBGE_MALHA_2025,
05_dim_municipios,real,source_url,,"URL de cada fonte da linha, na mesma ordem de source_ids (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,1,https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_,
05_dim_municipios,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_ids (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,1,2026-09-10,
05_dim_municipios,real,periodo_referencia,,"Período coberto por cada fonte da linha (da 07), na mesma ordem de source_ids.",AAAA ou AAAA-MM,fonte da linha,texto,0.0,1,arquivo de 2026-09-10,
05_dim_municipios,real,tipo_fonte,,"Tipo das fontes da linha (oficial, companhia, setorial, imprensa ou derivada), como na 07.",oficial,—,texto,0.0,1,oficial,
05_dim_municipios,real,valor_observado_estimado,,observado: registro como consta nas fontes; atributos derivados estão descritos neste dicionário.,observado,Governança,texto,0.0,1,observado,
05_dim_municipios,real,metodo_estimacao,,Método quando o valor não é observado; vazio nas linhas observadas.,texto,Governança,vazio,100.0,0,,coluna 100% vazia
05_dim_municipios,real,status_validacao,,valido: passou nas checagens automáticas da 14b.,valido,Governança,texto,0.0,1,valido,
05_dim_municipios,real,responsavel_validacao,,"Quem validou: as checagens automáticas do pipeline, registradas na 14b.",texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
05b_crosswalk_municipios,auditoria,fonte,,Base e recorte de onde veio o valor bruto.,"CFEM(GO); Cadastro_Mineiro(GO); Cadastro_Mineiro(GO, token multivalorado)",—,texto,0.0,3,CFEM(GO),
05b_crosswalk_municipios,auditoria,valor_original,,Valor exatamente como aparece na fonte.,texto,fonte da linha,texto,0.0,476,5204508 / CALDAS NOVAS,renomeada de 'valor_original (bruto na fonte)' na v6
05b_crosswalk_municipios,auditoria,valor_normalizado,,"Valor após normalização (maiúsculas, sem acento, sufixo de UF tratado).",texto,Derivado,texto,0.0,291,CALDAS NOVAS,
05b_crosswalk_municipios,auditoria,contagem,,Ocorrências do valor bruto na fonte.,contagem,fonte da linha,inteiro,0.0,220,4782,
05b_crosswalk_municipios,auditoria,atribuido_a,,"ID (e nome) canônico ao qual o valor foi atribuído, ou o motivo da exclusão.",texto,Derivado,texto,0.0,247,5204508 — Caldas Novas,renomeada de 'municipio_id / nome atribuído' na v6
05b_crosswalk_municipios,auditoria,tipo_correspondencia,,"Como a correspondência foi feita, ou o achado do pente fino.",identico_por_codigo; identico_apos_remover_sufixo_GO; outro_estado_em_processo_de_fronteira,Derivado,texto,0.0,3,identico_por_codigo,renomeada de 'tipo_correspondência' na v6
06_dim_ocorrencias_geologicas,real,occurrence_id,,Identificador da ocorrência: OCC_ + id_ocorrencia do GeoSGB (ID externo estável do SGB).,OCC_<número>,SGB RECMIN (id_ocorrencia),texto,0.0,1796,OCC_10168,
06_dim_ocorrencias_geologicas,real,nome_local,,Toponímia da ocorrência no RECMIN.,texto,SGB RECMIN (toponimia),texto,0.0,1461,Canabrava-Sama - Fazenda Maranhão,
06_dim_ocorrencias_geologicas,real,mineral_ids,,"Todas as substâncias da ocorrência com categoria ANM, pelo crosswalk da 06b (o RECMIN não indica a principal).",MIN_### separados por ';',SIGMINE.SUBS → crosswalk 01b,texto,0.1,81,MIN_033,
06_dim_ocorrencias_geologicas,real,mineral_names,,"Nomes padronizados dos minerais de mineral_ids, na mesma ordem.",texto separado por ';',01_dim_minerais,texto,0.1,81,Amianto,
06_dim_ocorrencias_geologicas,real,substancias_original,,Substâncias exatamente como no RECMIN (ordem alfabética; a fonte não indica a principal).,texto,SGB RECMIN (substancias),texto,0.0,106,Amianto,
06_dim_ocorrencias_geologicas,real,substancias_sem_categoria_anm,,"Substâncias sem categoria ANM (sem mineral_id), guardadas pelo nome — ver 06b.",texto separado por ';',Derivado — 06b,texto,99.8,2,Índio,
06_dim_ocorrencias_geologicas,real,classe_utilitaria,,"Classe utilitária do SGB (metais nobres, material de construção civil, gemas…).",Rochas e minerais industriais; Material de uso na construção civil; Não definida; Metais nobres; Insumos para agricultura; Metais não ferrosos e semimetais; Metais ferrosos; Gemas; Recursos minerais energéticos; Água mineral ou potável de mesa; Água de uso balneário,SGB RECMIN (classes_utilitarias),texto,0.0,11,Rochas e minerais industriais,
06_dim_ocorrencias_geologicas,real,importancia,,"Importância segundo o SGB: Depósito, Ocorrência, Indício ou Indeterminado.",Depósito; Ocorrência; Indício; Indeterminado,SGB RECMIN (importancia),texto,0.0,4,Depósito,
06_dim_ocorrencias_geologicas,real,status_economico,,"Status econômico segundo o SGB: Mina, Garimpo, Não explotado ou Indeterminado — na data do cadastro, não hoje.",Mina; Não explotado; Garimpo; Indeterminado,SGB RECMIN (status_economico),texto,0.0,4,Mina,
06_dim_ocorrencias_geologicas,real,situacao_explotacao,,Ativo(a) ou Inativo(a) na data do cadastro (situacao_mina; situacao_garimpo é cópia idêntica na fonte).,Ativo(a); Inativo(a),SGB RECMIN (situacao_mina),texto,91.5,2,Ativo(a),
06_dim_ocorrencias_geologicas,real,motivo_inatividade,,"Motivo da inatividade na data do cadastro (exaurido, paralisado, intermitente).",Exaurido(a); Intermitente; Paralisado(a),SGB RECMIN (motivo_inatividade_mina),texto,98.1,3,Exaurido(a),
06_dim_ocorrencias_geologicas,real,municipality_id,sim,Município da malha do IBGE 2025 onde o ponto cai (vale sobre o município digitado no RECMIN).,52##### (7 dígitos),IBGE — malha 2025 (CD_MUN),texto,0.0,179,5213087,
06_dim_ocorrencias_geologicas,real,municipality_name,sim,Nome oficial do município da malha do IBGE 2025 onde o ponto cai.,texto,IBGE — malha 2025 (NM_MUN),texto,0.0,179,Minaçu,
06_dim_ocorrencias_geologicas,real,municipio_informado,,Município como digitado no RECMIN (antes da malha do IBGE).,texto,SGB RECMIN (municipio),texto,0.0,182,Minaçu,
06_dim_ocorrencias_geologicas,real,uf_informada,,UF como digitada no RECMIN.,GO; DF; TO,SGB RECMIN (uf),texto,0.0,3,GO,
06_dim_ocorrencias_geologicas,real,latitude,sim,Latitude do RECMIN (WGS84); precisão dada por metodo_geoposicionamento (carta 1:250.000 na maioria).,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,0.0,1681,-13.534329,
06_dim_ocorrencias_geologicas,real,longitude,sim,Longitude do RECMIN (WGS84); precisão dada por metodo_geoposicionamento (carta 1:250.000 na maioria).,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,0.0,1697,-48.261776,
06_dim_ocorrencias_geologicas,real,metodo_geoposicionamento,,Como o ponto foi posicionado (GPS ou escala da carta) — indica a precisão da coordenada.,Levantamento em carta 1:250.000; GPS Manual pré 25/05/2000; Levantamento em carta 1:100.000; Levantamento em carta 1:500.000; GPS Manual pós 24/05/2000; Levantamento em carta 1:50.000,SGB RECMIN,texto,0.0,6,Levantamento em carta 1:250.000,
06_dim_ocorrencias_geologicas,real,provincia_mineral,,"Província geológica (Tocantins, São Francisco, Paraná).",Tocantins; Indeterminada; São Francisco; Paraná,SGB RECMIN (provincia),texto,0.0,4,Tocantins,
06_dim_ocorrencias_geologicas,real,rochas_hospedeiras,,Rochas que hospedam a mineralização.,texto,SGB RECMIN,texto,29.7,141,Serpentinito,
06_dim_ocorrencias_geologicas,real,rochas_encaixantes,,Rochas encaixantes da mineralização.,texto,SGB RECMIN,texto,51.5,174,Serpentinito,
06_dim_ocorrencias_geologicas,real,rochas_afloramento,,Rochas descritas no afloramento.,texto,SGB RECMIN (rochas),texto,96.0,50,Ultramilonito,
06_dim_ocorrencias_geologicas,real,morfologia,,"Morfologia do corpo mineralizado (filoneana, estratificada, lenticular…).",,SGB RECMIN,texto,11.0,53,"Stockwork, Venular",
06_dim_ocorrencias_geologicas,real,texturas,,Textura da mineralização.,,SGB RECMIN,texto,11.2,19,Granular,
06_dim_ocorrencias_geologicas,real,tipos_alteracao,,Alterações hidrotermais/intempéricas associadas.,,SGB RECMIN,texto,90.9,31,"Propilitização, Silicificação, Sulfetação",
06_dim_ocorrencias_geologicas,real,tipo_afloramento,,"Tipo de afloramento (pedreira, mina, corte de estrada…); vazio na maioria.",,SGB RECMIN,texto,90.0,13,Material disperso na superfície,
06_dim_ocorrencias_geologicas,real,descricao,,Descrição do afloramento no RECMIN (preenchida em poucas ocorrências).,texto,—,texto,96.2,69,"Rocha leucocratica cinza-clara, fina, equigranular, a base d",
06_dim_ocorrencias_geologicas,real,projeto_sgb,,Projeto de mapeamento do SGB que cadastrou a ocorrência; vazio na maioria.,texto,SGB RECMIN (projeto),texto,92.1,8,Geologia e Metalogenia do Oeste de Goiás,
06_dim_ocorrencias_geologicas,real,folha_sgb,,Folha cartográfica do SGB.,texto,SGB RECMIN (folha),texto,92.1,17,Itaberai,
06_dim_ocorrencias_geologicas,real,numero_campo,,Número de campo do ponto no projeto do SGB.,texto,SGB RECMIN,texto,92.1,142,PV-0042,
06_dim_ocorrencias_geologicas,real,afloramento_id_sgb,,id_afloramento do GeoSGB (1:1 com a ocorrência em Goiás).,número,SGB RECMIN,inteiro,0.0,1796,204020,
06_dim_ocorrencias_geologicas,real,data_cadastro,,"Data de cadastro no banco do GeoSGB — data de carga (82% em 2003), não de descoberta.",AAAA-MM-DD,SGB RECMIN,texto,0.0,193,2001-11-19,
06_dim_ocorrencias_geologicas,real,categoria_anm_sobreposta,,Categoria mais avançada (Base 4) dos processos da ANM cujo polígono contém o ponto; fora_de_processo se nenhum.,5_pesquisa; fora_de_processo; 2_lavra_sem_cfem_recente; 4_pre_lavra; 7_disponibilidade; 1_operacao_ativa; 6_requerimento_licenc_garimpeira; 3_cfem_sem_titulo_de_lavra,Derivado — SIGMINE (junção espacial),texto,0.0,8,5_pesquisa,
06_dim_ocorrencias_geologicas,real,processos_anm_sobrepostos,,Processos da ANM cujo polígono contém o ponto.,<número>/<ano> separados por ';',Derivado — SIGMINE,texto,30.6,958,860343/2022,
06_dim_ocorrencias_geologicas,real,operation_ids_sobrepostos,,operation_id desses processos (03).,OPE_… separados por ';',Derivado — SIGMINE + 03,texto,30.6,958,OPE_860343_2022,
06_dim_ocorrencias_geologicas,real,project_ids_sobrepostos,,Projetos da 04 que contêm esses processos.,PRJ_… separados por ';',Derivado — 04,texto,87.6,122,PRJ_861211_2015,
06_dim_ocorrencias_geologicas,real,valor_observado_estimado,,"observado, calculado, estimado ou benchmark (Contrato de Dados §1; Entrega Avaliativa §3).",observado,Governança,texto,0.0,1,observado,
06_dim_ocorrencias_geologicas,real,metodo_estimacao,,Vazio: a 06 só tem valores observados na fonte.,texto,Governança,vazio,100.0,0,,coluna 100% vazia
06_dim_ocorrencias_geologicas,real,status_validacao,,"valido, ou alerta_localizacao quando a UF ou o município digitados no RECMIN divergem da malha do IBGE (detalhe em observacao).",valido; alerta_localizacao,Governança,texto,0.0,2,valido,
06_dim_ocorrencias_geologicas,real,responsavel_validacao,,Quem validou o valor.,texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
06_dim_ocorrencias_geologicas,real,source_id,sim,"Fontes da linha separadas por ';': RECMIN (a ocorrência), malha do IBGE (município) e SIGMINE (processos sobrepostos).",SRC_*,Governança,texto,0.0,1,SRC_SGB_RECMIN; SRC_IBGE_MALHA_2025; SRC_ANM_SIGMINE,
06_dim_ocorrencias_geologicas,real,source_url,,"URL de cada fonte, na mesma ordem de source_id (igual a url_recurso da 07; a do RECMIN é a requisição WFS usada).",URL,07_dim_fontes,texto,0.0,1,https://geoservicos.sgb.gov.br/geoserver/ows?service=WFS&ver,
06_dim_ocorrencias_geologicas,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_id (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,1,2026-09-12; 2026-09-10; 2026-09-10,
06_dim_ocorrencias_geologicas,real,periodo_referencia,,Data de cadastro da ocorrência no GeoSGB.,AAAA ou AAAA-MM,fonte da linha,texto,0.0,193,cadastro no GeoSGB em 2001-11-19,
06_dim_ocorrencias_geologicas,real,tipo_fonte,,Natureza da fonte (Entrega Avaliativa 1).,oficial,—,texto,0.0,1,oficial,
06_dim_ocorrencias_geologicas,real,observacao,,"Nota da linha: município ou UF divergente, coordenada repetida, motivo do garimpo diferente, substância sem categoria ANM.",texto livre,—,texto,98.4,25,município informado no RECMIN: Pirenópolis; o ponto cai em S,
06b_crosswalk_recmin,auditoria,substancia_original,,Nome da substância exatamente como no RECMIN.,texto,SGB RECMIN,texto,0.0,79,Índio,
06b_crosswalk_recmin,auditoria,substancia_normalizada,,"Nome normalizado (maiúsculas, sem acento) usado no crosswalk.",texto,Derivado,texto,0.0,79,INDIO,
06b_crosswalk_recmin,auditoria,ocorrencias,,Ocorrências de Goiás que citam a substância.,contagem,SGB RECMIN,inteiro,0.0,34,3,
06b_crosswalk_recmin,auditoria,mineral_id,sim,Mineral canônico da 01 atribuído à substância; vazio quando não há categoria ANM.,MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,2.5,54,MIN_059,
06b_crosswalk_recmin,auditoria,mineral_name,sim,Nome padronizado do mineral (campo fixado no Contrato de Dados).,texto,01_dim_minerais,texto,2.5,54,Rochas (Britadas) e Cascalho,
06b_crosswalk_recmin,auditoria,tipo_correspondencia,,"crosswalk_base1 (mesmo mapeamento das bases ANM), sinonimo_recmin (decidido um a um) ou sem_categoria_anm.",sem_categoria_anm; sinonimo_recmin; crosswalk_base1,Derivado,texto,0.0,3,sem_categoria_anm,
06b_crosswalk_recmin,auditoria,justificativa,,Por que a substância foi ligada a esse mineral (ou ficou sem categoria).,texto,Pente fino da 06,texto,0.0,25,"sem categoria ANM: subproduto de zinco/estanho, sem lavra pr",
07_dim_fontes,real,source_id,sim,Identificador estável e legível da fonte (referenciado pelas colunas source_ids).,SRC_*,Governança,texto,0.0,20,SRC_ANM_PROD_BRUTA,
07_dim_fontes,real,nome_fonte,,Nome da fonte e do recurso.,texto,—,texto,0.0,20,ANM — Anuário Mineral Brasileiro (AMB): produção bruta (miné,
07_dim_fontes,real,orgao,,Órgão produtor.,ANM; IBGE; SGB; IMB; interno (base ANM),—,texto,0.0,5,ANM,
07_dim_fontes,real,tipo_fonte,,Natureza da fonte (Entrega Avaliativa 1).,oficial; derivada,—,texto,0.0,2,oficial,
07_dim_fontes,real,status_uso,,Se a fonte alimenta alguma aba real (calculado pelas citações em source_ids).,"em uso; disponível em dados/, ainda não usada; usada só como validação cruzada (14b: produção do estado × AMB); usada só como validação cruzada; disponível em dados/, não usada (o pipeline usa a malha 2025); referência (PDF, não estruturado)",Governança,texto,0.0,6,em uso,
07_dim_fontes,real,usado_em,,Abas que citam a fonte e em quantas linhas.,texto,Governança,texto,50.0,9,01_dim_minerais (56 linhas); 08_fato_producao_energia (46.47,
07_dim_fontes,real,url_catalogo,,Página oficial do conjunto de dados.,URL,metadados oficiais / verificação web,texto,0.0,11,https://dadosabertos.anm.gov.br/AMB/,
07_dim_fontes,real,url_recurso,,URL do arquivo ou da consulta equivalente.,URL,metadados oficiais / verificação web,texto,0.0,17,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,
07_dim_fontes,real,metadados_oficiais,,Onde estão os metadados oficiais.,texto,—,texto,35.0,12,https://dadosabertos.anm.gov.br/AMB/metadados-amb.ods (cópia,
07_dim_fontes,real,arquivo_local,,Arquivo(s) em dados/.,caminho,—,texto,0.0,20,dados/ANM/producao_amb_ral/Producao_Bruta.csv,
07_dim_fontes,real,arquivos,,Quantidade de arquivos locais.,contagem,—,inteiro,0.0,5,1,
07_dim_fontes,real,tamanho_mb,,Tamanho do arquivo.,MB,—,decimal,0.0,18,0.99,
07_dim_fontes,real,sha256,,Hash SHA-256 do arquivo (ou do conjunto de arquivos) usado.,hex,calculado,texto,0.0,20,6fca5e529bee0b1e7a6822802ba2e19cb6b8109f83707913e4254086ef4a,
07_dim_fontes,real,data_arquivo_local,,Data de modificação do arquivo local (proxy da data de acesso).,AAAA-MM-DD,calculado,texto,0.0,3,2026-09-10,
07_dim_fontes,real,periodo_coberto,,Período efetivamente presente no arquivo (calculado dos dados).,texto,calculado,texto,0.0,18,2010–2025,
07_dim_fontes,real,granularidade,,Grão da fonte.,texto,—,texto,0.0,18,UF × classe × substância × ano,
07_dim_fontes,real,formato_declarado,,Formato segundo os metadados oficiais.,texto,metadados oficiais,texto,0.0,10,CSV separado por ponto e vírgula; Windows-1252,
07_dim_fontes,real,formato_arquivo_local,,Formato observado no arquivo local.,texto,calculado,texto,5.0,7,CSV separado por vírgula; lido como Windows-1252,
07_dim_fontes,real,frequencia_atualizacao,,Frequência de atualização declarada.,texto,metadados oficiais,texto,0.0,10,diária (metadados ANM),
07_dim_fontes,real,confiabilidade,,Avaliação de confiabilidade para o uso no projeto.,texto,—,texto,0.0,11,"alta (oficial), porém declaratória",
07_dim_fontes,real,limitacoes_conhecidas,,Limitações e armadilhas encontradas no pente fino.,texto,"Pente fino (auditorias 01b, 02b, 05b, 13b)",texto,0.0,20,Declaratório (RAL): a ANM alerta para inconsistências — dive,
08_fato_producao_energia,real,fato_id,,"Identificador da medida, sequencial na ordem (fonte, linha da fonte, coluna). Estável enquanto o arquivo da fonte for o mesmo (sha256 na 07).",FATO_###### (6 dígitos),Derivado,texto,0.0,153855,FATO_000001,
08_fato_producao_energia,real,metrica,,"O que a linha mede, uma por coluna numérica da fonte.",AMB bruta: producao_rom; contido_rom; venda_rom; valor_venda_rom; consumo_mina_rom; valor_consumo_mina_rom; transferencia_rom; valor_transferencia_rom | AMB beneficiada: producao_beneficiada; contido_beneficiada; venda_beneficiada; valor_venda_beneficiada; consumo_usina_beneficiada; valor_consumo_usina_beneficiada; transferencia_beneficiada; valor_transferencia_beneficiada | CFEM: quantidade_comercializada_cfem; cfem_recolhido,coluna_original da fonte,texto,0.0,18,producao_rom,
08_fato_producao_energia,real,year,sim,"Ano da medida (contrato): ano base no AMB, ano de competência na CFEM.",AAAA,—,inteiro,0.0,17,2010,
08_fato_producao_energia,real,periodo_referencia,,"Período da medida (Entrega Avaliativa §3): ano base no AMB, competência mensal na CFEM.",AAAA ou AAAA-MM,fonte da linha,texto,0.0,72,2010,
08_fato_producao_energia,real,uf,,UF da linha na fonte. AMB: todas as UFs (a linha BR da 09 é a soma delas); CFEM: sempre GO.,,—,texto,0.0,27,AC,
08_fato_producao_energia,real,mineral_id,sim,"Mineral da medida. AMB: categoria oficial (01b); CFEM: crosswalk da substância, com rochas pelo tipo de uso (01c). Mesma atribuição da 09.",MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,0.0,61,MIN_034,
08_fato_producao_energia,real,mineral_name,sim,Nome padronizado do mineral de mineral_id (contrato).,texto,01_dim_minerais,texto,0.0,61,Areia,
08_fato_producao_energia,real,company_id,sim,"Só na CFEM, pela ponte do número do processo (igual à 11). Vazio no AMB, que não identifica empresa.","COM_CNPJ_########, COM_CPF_###########, COM_NOME_<8 hex>, COM_NAO_IDENTIFICADO","Derivado — Cadastro Mineiro (Titular, CPF/CNPJ)",texto,49.5,585,COM_CNPJ_00969944,
08_fato_producao_energia,real,operation_id,sim,"Só na CFEM, quando o processo tem poligonal no SIGMINE de GO (03_dim_operacoes). Vazio no AMB (grão UF).",OPE_<número>_<ano>,Derivado — SIGMINE.PROCESSO,texto,53.2,980,OPE_860582_1995,
08_fato_producao_energia,real,processo_anm,,Só na CFEM: Processo + AnoDoProcesso em formato canônico — identifica também os processos sem poligonal (sem operation_id).,texto,SIGMINE.PROCESSO / CFEM (Processo + AnoDoProcesso),texto,49.5,1129,860582/1995,
08_fato_producao_energia,real,project_id,sim,Vazio: nenhuma fonte do Squad 1 / Estudante 1 identifica projeto (vem do Radar de Projetos).,PRJ_<número>_<ano>,Derivado — SIGMINE (camada ANM do Radar de Projetos),vazio,100.0,0,,coluna 100% vazia
08_fato_producao_energia,real,municipality_id,sim,"Só na CFEM (CodigoMunicipio, igual à 10). Vazio no AMB (grão UF).",52##### (7 dígitos),IBGE — malha 2025 (CD_MUN),texto,49.5,184,5201108,
08_fato_producao_energia,real,valor_original,,Texto exatamente como na célula da fonte (vírgula decimal; a notação científica corrompida da CFEM é preservada). Nunca sobrescrito.,texto,fonte da linha,texto,0.0,76740,"155024,500000",
08_fato_producao_energia,real,unidade_original,,"Unidade exatamente como veio da fonte, antes da conversão para a unidade padrão.",texto,fonte da linha,texto,0.0,9,t,
08_fato_producao_energia,real,tratamento,,O que foi feito entre valor_original e valor_tratado. Vazio = só a leitura do número (vírgula decimal).,texto,Derivado — regras da Base 1 (09b),texto,91.1,9,"kg → t (× 0,001)",
08_fato_producao_energia,real,valor_tratado,,"Valor final na unidade padrão: massa convertida para t (contrato), R$ como BRL, m3/l/m2 sem conversão (sem densidade). Vazio quando a quantidade saiu da soma (09b). É a coluna que as abas 09–11 somam.",número,Derivado,decimal,0.1,74966,155024.5,
08_fato_producao_energia,real,unidade_padrao,,Unidade de valor_tratado.,t; BRL; l; m3; m2,Contrato de Dados (produção em t),texto,0.2,5,t,
08_fato_producao_energia,real,production_basis,sim,"Base física da quantidade (campo do contrato): ROM (produção bruta), beneficiada ou conteudo_mineral (contido). Vazio para valores em R$ e para a CFEM, que não informa a base.",ROM; conteudo_mineral; beneficiada,Contrato de Dados / AMB,texto,70.6,3,ROM,
08_fato_producao_energia,real,valor_observado_estimado,,"observado, calculado, estimado ou benchmark (Contrato de Dados §1; Entrega Avaliativa §3).",observado,Governança,texto,0.0,1,observado,
08_fato_producao_energia,real,metodo_estimacao,,Vazio: a 08 só tem valores observados na fonte.,texto,Governança,vazio,100.0,0,,coluna 100% vazia
08_fato_producao_energia,real,erro_estimativa_intervalo,,Erro ou intervalo de referência da estimativa (obrigatório quando o dado não é observado).,texto/número,Método de estimação,vazio,100.0,0,,coluna 100% vazia
08_fato_producao_energia,real,status_validacao,,"Situação da validação do valor. Na 08: valido = entra nas somas; quantidade_excluida_da_soma_09b = quantidade corrompida ou implausível, fora da soma (o R$ fica); alerta_processo_09c = processo sinalizado, mantido na soma; alerta_producao_repetida = a mesma tonelagem aparece em outra linha da mesma UF e ano (co-produto, teor ou categoria), mantida na soma — não somar entre essas linhas.",valido; alerta_producao_repetida; alerta_processo_09c; quantidade_excluida_da_soma_09b,Governança,texto,0.0,4,valido,
08_fato_producao_energia,real,responsavel_validacao,,Quem validou o valor.,texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
08_fato_producao_energia,real,source_id,sim,Identificador estável e legível da fonte (referenciado pelas colunas source_ids).,SRC_*,Governança,texto,0.0,3,SRC_ANM_PROD_BRUTA,
08_fato_producao_energia,real,tipo_fonte,,Natureza da fonte (Entrega Avaliativa 1).,oficial,—,texto,0.0,1,oficial,
