"Localidade";"Variável";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025"
"Cocalzinho de Goiás";"Produção de Areia (m³)";"";"76.666";"208.714";" 211.289 ";"21.086";"17.858";"47.230";"71.998";"128.824";"68.037";"61.682";"19.163";"";"";"";"";"";"";"";"";""
"Cocalzinho de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cocalzinho de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"162";"";"";"";"";"";"";"";"";""
"Cocalzinho de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cocalzinho de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"700";"99";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cocalzinho de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"367.876";"186.164";"6.651";"450";"675";"297";"54";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Colinas do Sul";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Areia (m³)";"";"-";"1.250";" 1.045 ";" - ";"643";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Colinas do Sul";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Córrego do Ouro";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Areia (m³)";"";"";"";"";"3.770";"-";"";"990";"2.912";"2.912";"4.141";"11.478";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Córrego do Ouro";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Corumbá de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Areia (m³)";"";"1.435";"-";"-";"";"-";"";"";"42.466";"164.439";"30.798";"33.485";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbá de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Corumbaíba";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Areia (m³)";"";"27.800";"-";" 34.021 ";"41.056";"17.121";"43.915";"31.342";"46.115";"23.897";"63.468";"36.986";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"1.750";"-";"";"";"18.092";"18.092";"7.280";"3.000";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corumbaíba";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Cristalina";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Areia (m³)";"";"51.133";"22.664";" 58.762 ";"86.727";"133.914";"552.220";"55.106";"11.438";"18.994";"1.786";"450";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristalina";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Cristianópolis";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Areia (m³)";"";"1.875";"2.040";" 2.383 ";"8.200";"460";"5.447";"3.908";"2.490";"414";"3.562";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cristianópolis";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Crixás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Areia (m³)";"";"300";"-";" 4.857 ";"2.367";"851";"3.800";"2.749";"3.609";"1.964";"964";"2.060";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Crixás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Cromínia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Areia (m³)";"";"";"";" 5.040 ";" - ";"-";"2.953";"780";"3.432";"2.522";"1.292";"1.133";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cromínia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Cumari";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Areia (m³)";"";"41.869";"35.172";" 35.392 ";"60.537";"52.889";"69.656";"102.309";"115.198";"28.777";"32.014";"15.011";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Argila para Cerâmica Vermelha (t)";"";"-";"-";" 1.536 ";"1.400";"-";"";"";"3.266";"3.266";"11.220";"14.890";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cumari";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Damianópolis";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damianópolis";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Damolândia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Damolândia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Davinópolis";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Areia (m³)";"";"-";"12.624";" 745 ";"3.635";"2.017";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Argila para Cerâmica Vermelha (t)";"";"-";"-";" 10.100 ";"9.450";"7.040";"";"12.920";"12.650";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Argila para Cerâmica (t)";"";"8.200";"5.500";"-";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Davinópolis";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Diorama";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Diorama";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Divinópolis de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Divinópolis de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Doverlândia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Areia (m³)";"";"-";"-";" 759 ";"596";"-";"";"";"";"";"";"1.184";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Doverlândia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Edealina";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Areia (m³)";"";"-";"-";" 1.456 ";"1.316";"-";"";"654";"5.855";"1.729";"4.867";"2.530";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"15.000";"";"";"";"";"";"";"";"";""
"Edealina";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Edéia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Areia (m³)";"";"9.400";"3.570";"-";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Edéia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Estrela do Norte";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"16.000";"-";"40.000";"";"37.000";"33.360";"12.075";"9.750";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Argila para Cerâmica (t)";"";"700";"180";"-";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Estrela do Norte";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Faina";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Areia (m³)";"";"1.744";"12.575";" 6.947 ";"7.267";"-";"4.094";"";"8.190";"8.190";"4.550";"3.640";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Faina";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Fazenda Nova";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Areia (m³)";"";"-";"1.110";"-";"42.566";"-";"";"15.138";"52.324";"9.769";"";"12.396";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Fazenda Nova";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Firminópolis";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Firminópolis";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Flores de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Flores de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Formosa";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Formosa";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Formosa";"Produção de Areia (m³)";"";"44.479";"23.320";" 38.267 ";"45.653";"5.867";"49.150";"37.664";"16.624";"21.683";"116.977";"3.548";"";"";"";"";"";"";"";"";""
"Formosa";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Formosa";"Produção de Argila para Cerâmica Vermelha (t)";"";"-";"-";" 21.500 ";"6.828";"49.747";"95.615";"35.993";"2.680";"765";"5.768";"1.791";"";"";"";"";"";"";"";"";""
